id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
c13d2907-2f66,3GNAXKEV8KS659107,,18187.0,C201342A,2019.0,Chevrolet,Equinox,LT,SUV,Truck,FWD,Automatic,Unleaded,1.5,I,mcgrath buick gmc,1600a 51st Street Ne,Cedar Rapids,IA,52402
72ef4d71-adfa,3TMCZ5AN5KM211771,37986.0,35316.0,T20191771,2019.0,Toyota,Tacoma,TRD Off Road,Pickup,Truck,4WD,Automatic,Unleaded,3.5,V,ciocca hyundai of quakertown,550 S. West End Blvd.,Quakertown,PA,18951
6eeeb1d2-4b01,3GNAXUEV7KS514166,19988.0,55968.0,C29339B,2019.0,Chevrolet,Equinox,LT,SUV,Truck,4WD,Automatic,Unleaded,1.5,I,bob-boyd auto family,2840 North Columbus Street,Lancaster,OH,43130
200cd386-7845,1GCUYDED7KZ112757,44988.0,28012.0,JF17405A,2019.0,Chevrolet,Silverado 1500,LT,Pickup,Truck,4WD,Automatic,Unleaded,5.3,V,kendall auto alaska,3419 S Cushman St,Fairbanks,AK,99701
1f01ad29-3b95,5XXGT4L30KG287750,20988.0,36153.0,M210418A,2019.0,Kia,Optima,S,Sedan,Car,FWD,Automatic,Unleaded,2.4,I,gwinnett place honda,3325 Satellite Blvd,Duluth,GA,30096.0
d92e0f80-367d,5N1AT2MV7KC762204,21577.0,42058.0,N0500A-1,2019.0,Nissan,Rogue,SV,Crossover,Truck,4WD,Automatic,Unleaded,2.5,I,genesis of st. louis,5926 S Lindbergh Blvd,Saint Louis,MO,63123
1dbcfc19-405e,1N6AA1E50KN501341,,19362.0,R3127485,2019.0,Nissan,Titan,Platinum Reserve,Pickup,Truck,4WD,Automatic,Unleaded,5.6,V,tim dahle nissan southtowne,11155 South Jordan Gateway Blvd,South Jordan,UT,84095
118dff51-e85d,1GNEVHKW2KJ112925,34911.0,23385.0,KJ112925,2019.0,Chevrolet,Traverse,3LT,SUV,Truck,4WD,Automatic,Unleaded,3.6,V,serra traverse city,1301 S Garfield Rd,Traverse City,MI,49686
c8b5babc-cb0b,5NMS23AD0KH053502,22798.0,26293.0,L28753A,2019.0,Hyundai,Santa Fe,SE,SUV,Truck,FWD,Automatic,Unleaded,2.4,I,jenkins mazda,1740 Sw College Road,Ocala,FL,34471
791950ad-ff88,2HGFC2F63KH507774,18783.0,30675.0,H21241A,2019.0,Honda,Civic,LX,Sedan,Car,FWD,Automatic,Unleaded,2.0,I,hertrich kia of easton,6546 Ocean Gateway,Easton,MD,21601
376fcfd2-ade0,WDDZF8KB0KA522567,98706.0,11480.0,36T1530A,2019.0,Mercedes-Benz,E-Class,AMG® E63,Sedan,Car,4WD,Automatic,Premium Unleaded,,,jeff wyler hyundai,1501 Hillcrest Ave,Springfield,OH,45504
9fe533fb-5343,3VV2B7AX4KM052451,23395.0,36659.0,033658A,2019.0,Volkswagen,Tiguan,SEL,SUV,Truck,4WD,Automatic,Unleaded,2.0,I,dan o'brien motorsports,141 Boston Providence Hwy.,Norwood,MA,02062
d890ac69-5ae9,1GNERFKWXKJ253170,27927.0,27381.0,CW21L265,2019.0,Chevrolet,Traverse,LS,SUV,Truck,FWD,Automatic,Unleaded,3.6,V,west herr acura,7460 Transit Road,Williamsville,NY,14221.0
fb3c3b56-5a81,1C4PJMDX0KD354123,26363.0,17402.0,AW05769,2019.0,Jeep,Cherokee,High Altitude,SUV,Truck,4WD,Automatic,Unleaded,3.2,V,south hills kia,3644 Washington Road,Mcmurray,PA,15317
a652d5b6-7f77,1FTEW1E59KFC83075,46997.0,19231.0,217357,2019.0,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,E85 / Unleaded,5.0,V,sapaugh gm power,1435 Mcnutt Street,Herculaneum,MO,63048
66d3f508-8698,5FNYF8H21KB026357,32995.0,11660.0,M38220A,2019.0,Honda,Passport,Sport,SUV,Truck,4WD,Automatic,Unleaded,3.5,V,dale earnhardt jr buick gmc,1850 Capital Circle Ne,Tallahassee,FL,32308
c605f406-6865,2HKRW5H30KH421708,27000.0,8500.0,M00448A,2019.0,Honda,CR-V,LX,SUV,Truck,FWD,Automatic,Unleaded,2.4,I,hendrick lexus kansas city north,9300 Nw Prairie View Road,Kansas City,MO,64153
5d794c64-2755,3FADP4EJXKM134848,13990.0,16817.0,1R8012A,2019.0,Ford,Fiesta,SE,Hatchback,Car,FWD,Automatic,Unleaded,1.6,I,darcars chrysler dodge jeep ram of silver spring,12511 Prosperity Dr,Silver Spring,MD,20904
2f9245c5-898d,KL7CJPSB6KB839592,18153.0,2756.0,DR19724,2019.0,Chevrolet,Trax,LT,SUV,Truck,4WD,Automatic,Unleaded,1.4,I,the schumacher chevrolet group,8 Main Street,Little Falls,NJ,07424
eeffe527-c883,JTMP1RFV2KD025304,30590.0,20629.0,A269,2019.0,Toyota,RAV4,XLE,SUV,Truck,4WD,Automatic,Unleaded,2.5,I,toyota of kirkland,13210 Ne 124th Street,Kirkland,WA,98034
16fc44d8-b5a0,WDZPF0ED9KT012092,,9776.0,WE2092,2019.0,Mercedes-Benz,Sprinter Passenger Van,Base,Passenger Van,Truck,RWD,Automatic,Unleaded,2.0,I,fishers imports,9550 East 126Th Street,Fishers,IN,46038
c554348d-2530,1G1FB3DS6K0135576,29999.0,37467.0,83524,2019.0,Chevrolet,Camaro,1LT,Convertible,Car,RWD,Automatic,Premium Unleaded; Unleaded,3.6,V,northwest motorsport,400 River Road,Puyallup,WA,98371
a0b6cb3f-e7fd,1HGCV3F59KA022080,29888.0,13818.0,,2019.0,Honda,Accord,Hybrid EX-L,Sedan,Car,FWD,Automatic,Electric / Unleaded,2.0,I,keyes cars,5855 Van Nuys Boulevard # 1,Van Nuys,CA,91401
2aafcf06-ff45,KNDPR3A63K7552580,23927.0,17405.0,C677604A,2019.0,Kia,Sportage,SX Turbo,SUV,Truck,FWD,Automatic,Unleaded,2.0,I,gettel chrysler dodge jeep ram,2323 Tamiami Trl,Punta Gorda,FL,33950
496aabc3-2e7a,KL4CJ1SM9KB729826,20028.0,17470.0,C36682A,2019.0,Buick,Encore,Sport Touring,SUV,Truck,FWD,Automatic,Unleaded,1.4,I,crest infiniti,6100 State Highway 121,Frisco,TX,75034
f65522e8-55b5,WBA4W3C53KAF92435,38988.0,23505.0,S4971,2019.0,BMW,4 Series,430i,Coupe,Car,RWD,Automatic,Premium Unleaded,2.0,I,stevens creek chrysler jeep dodge,4100 Stevens Creek Blvd,San Jose,CA,95129
2019f05f-b7b6,3GNCJLSB7KL227791,16950.0,10937.0,F1916A,2019.0,Chevrolet,Trax,LT,SUV,Truck,FWD,Automatic,Unleaded,1.4,I,gilland ford,3118 South Highway 231,Ozark,AL,36360
c4cbce14-509e,2T2BZMCA8KC197465,46900.0,7604.0,SA5473,2019.0,Lexus,RX,350 F SPORT,SUV,Truck,4WD,Automatic,Unleaded,3.5,V,dale earnhardt jr. chevrolet,3127 W. Tennessee St,Tallahassee,FL,32304
94b2f83f-62c3,1FTYR2CM2KKB84366,34979.0,56595.0,F710,2019.0,Ford,Transit Van,Base,Cargo Van,Truck,RWD,Automatic,Unleaded,3.7,V,subaru of sonora,13254 Mono Way,Sonora,CA,95370
598d21df-e697,JH4KC2F97KC000174,37498.0,20774.0,A20621A,2019.0,Acura,RLX,Base,Sedan,Car,4WD,Automatic,Electric / Premium Unleaded,3.5,V,hertrich toyota,1367 Bay Road,Milford,DE,19963
03194f60-f1dc,JTNK4RBEXK3038570,,12864.0,21355B,2019.0,Toyota,Corolla Hatchback,XSE,Hatchback,Car,FWD,Automatic,Unleaded,2.0,I,bermont motors,1502 East Philadelphia Avenue,Gilbertsville,PA,19525
a2c259b1-4f40,3FA6P0G78KR134207,,12818.0,R9340,2019.0,Ford,Fusion,S,Sedan,Car,FWD,Automatic,Unleaded,2.5,I,zumbrota ford,1660 Main Street,Zumbrota,MN,55992
a4eb0e5c-3ef0,1C4PJMBX3KD113899,29400.0,32103.0,J13899,2019.0,Jeep,Cherokee,Trailhawk Elite,SUV,Truck,4WD,Automatic,Unleaded,3.2,V,twin pine auto group,618 North Reading Road,Ephrata,PA,17522
fda300f4-ae5b,3C6UR5JL6KG693837,50980.0,40158.0,693837,2019.0,RAM,Ram 2500 Pickup,Big Horn,Pickup,Truck,4WD,Automatic,Diesel,6.7,I,dunhill auto group,2084 State Route 35,South Amboy,NJ,08879
92454693-ac02,1GTU9FEL3KZ156318,58789.0,42110.0,GL0131,2019.0,GMC,Sierra 1500 Denali,Denali,Pickup,Truck,4WD,Automatic,Unleaded,6.2,V,gunn automotive group,227 Broadway St,San Antonio,TX,78205
dbe9ed43-907e,5J8YD4H83KL003731,41555.0,18950.0,MA220079A,2019.0,Acura,MDX,Advance Package,SUV,Truck,4WD,Automatic,Premium Unleaded,3.5,V,dch auto group,955 U.S. 9,South Amboy,NJ,08879
4890a61d-9a60,SAJD51EE3KCK56679,74998.0,3996.0,M12707A,2019.0,Jaguar,F-Type,R,Coupe,Car,4WD,Automatic,Premium Unleaded,5.0,V,herb chambers volvo cars norwood,1120 Providence Highway,Norwood,MA,02062
bf6b381e-c97f,KM8K5CA50KU246818,22795.0,21375.0,57622ST,2019.0,Hyundai,Kona,Ultimate,SUV,Truck,4WD,Automatic,Unleaded,1.6,I,curry subaru,3040 East Main St,Cortlandt Manor,NY,10567
12d206a3-0a53,3TMDZ5BN7KM059608,35500.0,59789.0,210311A,2019.0,Toyota,Tacoma,TRD Sport,Pickup,Truck,4WD,Automatic,Unleaded,3.5,V,five star cadillac,495 Watson Blvd,Warner Robins,GA,31093
9569ac02-42d7,1GTG6EEN3K1105210,37475.0,22443.0,5632401A,2019.0,GMC,Canyon,All Terrain,Pickup,Truck,4WD,Automatic,Unleaded,3.6,V,jeff wyler florence buick gmc,1154 Burlington Pike,Florence,KY,41042
0d96c96f-0b4d,1GKKNLLA8KZ293195,29888.0,22831.0,DM2766A,2019.0,GMC,Acadia,SLE-2,Crossover,Truck,FWD,Automatic,Unleaded,2.5,I,mercedes-benz of northlake,10725 Northlake Auto Plaza Blvd,Charlotte,NC,28269.0
74cd2280-a2cd,5TFDW5F1XKX835515,44975.0,19320.0,U35515,2019.0,Toyota,Tundra,SR5,Pickup,Truck,4WD,Automatic,E85 / Unleaded,5.7,V,hunt ford,625 Garvin Lane,Franklin,KY,42134
3bbcb03d-5b6a,5LMJJ2LT0KEL23742,75864.0,47719.0,AT52239,2019.0,Lincoln,Navigator,Reserve,SUV,Truck,4WD,Automatic,Unleaded,3.5,V,university ford north,5331 N Roxboro Rd.,Durham,NC,27712
2a929dad-4889,3N1AB7AP5KY454842,15500.0,11324.0,TCC0753A,2019.0,Nissan,Sentra,S,Sedan,Car,FWD,Automatic,Unleaded,1.8,I,ed napleton automotive group,One #600,Oakbrook Terrace,IL,60181
de015064-8ef3,5NMS53AD8KH080180,29977.0,6791.0,H02102V,2019.0,Hyundai,Santa Fe,Ultimate,Crossover,Truck,FWD,Automatic,Unleaded,2.4,I,imperial hyundai,154 E Main St,Milford,MA,01757
414b0d75-b9a9,KMHD84LF3KU845479,15795.0,30651.0,1176191B,2019.0,Hyundai,Elantra,SEL,Sedan,Car,FWD,Automatic,Unleaded,2.0,I,fitzgerald toyota gaithersburg,907 North Frederick Ave,Gaithersburg,MD,20879.0
3f8c2fd4-0f92,1C4RJFBG0KC554139,,13747.0,P5439,2019.0,Jeep,Grand Cherokee,Limited,SUV,Truck,4WD,Automatic,Unleaded,3.6,V,basil resale sheridan & basil resale transit,4131 Sheridan Dr,Williamsville,NY,14221
c8b39b1e-222a,5FPYK2F13KB007867,32000.0,20828.0,18119P,2019.0,Honda,Ridgeline,Sport,Pickup,Truck,FWD,Automatic,Unleaded,3.5,V,milton dodge,6348 Highway 90 West,Milton,FL,32570
bc919fa8-3b42,2GNAXYEX8K6208388,26921.0,21265.0,TW21L269,2019.0,Chevrolet,Equinox,Premier,SUV,Truck,4WD,Automatic,Unleaded,2.0,I,west herr ford hamburg,5025 Camp Road,Hamburg,NY,14075
86cf09c2-caf6,WDDZF4KB6KA628028,50851.0,23240.0,P6766,2019.0,Mercedes-Benz,E-Class,E300,Sedan,Car,4WD,Automatic,Premium Unleaded,2.0,I,lake norman hyundai,20520 Chartwell Center Drive,Cornelius,NC,28031
35a7b578-5d2c,1C4RJFLT2KC660376,42500.0,24329.0,KC660376,2019.0,Jeep,Grand Cherokee,Trailhawk,SUV,Truck,4WD,Automatic,Premium Unleaded,5.7,V,rairdon's chrysler dodge jeep ram of monroe,16413 West Main Street,Monroe,WA,98272.0
38fec7a0-b16b,JF2SKAUCXKH539812,26995.0,17560.0,35764A,2019.0,Subaru,Forester,Limited,SUV,Truck,4WD,Automatic,Unleaded,2.5,H,volvo cars of lebanon,175 Heater Rd.,Lebanon,NH,3766.0
03da33e2-ebcd,1FTYR1YM2KKB01912,26950.0,24600.0,Q-B01912,2019.0,Ford,Transit Van,Base,Cargo Van,Truck,RWD,Automatic,Unleaded,3.7,V,26 motors queens,72-30 Queens Blvd,Woodside,NY,11377
a935c6fd-a196,1C6RREJT8KN847994,44499.0,7515.0,M00508A,2019.0,RAM,Ram 1500 Pickup,Laramie,Pickup,Truck,RWD,Automatic,Unleaded,5.7,V,rick hendrick jeep chrysler dodge ram fiat,8333 Rivers Ave,Charleston,SC,29406
6067f6d2-3598,ML32F3FJ7KHF16441,15000.0,15833.0,C34410,2019.0,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Manual,Unleaded,1.2,I,mcgrath volkswagen of dubuque,2075 Holliday Dr.,Dubuque,IA,52002
b1e3672a-9deb,1G1ZB5ST7KF217074,17813.0,54343.0,,2019.0,Chevrolet,Malibu,1LS,Sedan,Car,FWD,Automatic,Unleaded,1.5,I,stg auto group of bellflower,8625 Artesia Boulevard,Bellflower,CA,90706
0b74b4b9-c6ac,1V2WR2CA9KC537496,31807.0,27510.0,D12099B,2019.0,Volkswagen,Atlas,SE w/Tech,SUV,Truck,FWD,Automatic,Unleaded,3.6,V,dale earnhardt jr cadillac,1850 Capital Circle Ne,Tallahassee,FL,32308
0ebe7e07-3196,19UDE2F70KA012165,28988.0,19257.0,P6371,2019.0,Acura,ILX,Premium,Sedan,Car,FWD,Automatic,Premium Unleaded,2.4,I,thomasville toyota,14724 19 South,Thomasville,GA,31757
c9e7c039-4164,1C6RRELT2KN716685,46550.0,44095.0,JR16685,2019.0,RAM,Ram 1500 Pickup,Rebel,Pickup,Truck,RWD,Automatic,Unleaded,5.7,V,fitzgerald hyundai rockville,11411 Rockville Pike,Rockville,MD,20852
5b47508b-a1d1,3GCUYEEDXKG276249,50551.0,19452.0,CT1200A,2019.0,Chevrolet,Silverado 1500,RST,Pickup,Truck,4WD,Automatic,Unleaded,5.3,V,tyrrell honda,1919 Westland Road,Cheyenne,WY,82001
007b1f71-1660,5NPE24AF2KH797478,18999.0,31127.0,,2019.0,Hyundai,Sonata,SE,Sedan,Car,FWD,Automatic,Unleaded,2.4,I,allcars,1723 Ogden Ave,Reno,NV,89510
fd3ad359-ccb1,SLA689X58KU113903,364899.0,5197.0,RP3774,2019.0,Rolls-Royce,Cullinan,Base,SUV,Truck,4WD,Automatic,Premium Unleaded,6.7,V,westgate imports,6312 Westgate Road,Raleigh,NC,27617
8abd55cc-2314,1C6RREHT3KN641536,51487.0,65777.0,P41536,2019.0,RAM,Ram 1500 Pickup,Limited,Pickup,Truck,RWD,Automatic,Unleaded,5.7,V,hendrick toyota apex,1210 Laura Village Drive,Apex,NC,27523
666fd35f-143d,19XZE4F15KE005138,21219.0,18941.0,XH21086A,2019.0,Honda,Insight,LX,Sedan,Car,FWD,Automatic,Electric / Unleaded,1.5,I,hendrick honda hickory,945 U. S. Highway 70 Se,Hickory,NC,28602
ff1744b8-ec2c,1C6SRFFT4KN715685,39510.0,22756.0,CB210596B,2019.0,RAM,Ram 1500 Pickup,Big Horn/Lone Star,Pickup,Truck,4WD,Automatic,Unleaded,5.7,V,taylor chevrolet of hermitage,2757 E State Street,Hermitage,PA,16148
1deaae43-9541,KMHT36AH6KU001477,28811.0,10957.0,0128448B,2019.0,Hyundai,Veloster,N,Coupe,Car,FWD,Manual,Premium Unleaded,2.0,I,honda cars of rock hill,686 Galleria Blvd,Rock Hill,SC,29730
4308fdeb-7317,3N6CM0KN0KK691789,18000.0,88535.0,KK691789,2019.0,Nissan,NV200,SV,Cargo Van,Truck,FWD,Automatic,Unleaded,2.0,I,faulkner buick gmc harrisburg,2650 Paxton Street,Harrisburg,PA,17111.0
71dfa334-eb96,3N1CN7APXKL805323,,30385.0,1319M1A,2019.0,Nissan,Versa Sedan,S Plus,Sedan,Car,FWD,Automatic,Unleaded,1.6,I,courtesy car city,2301 39th Ave,Moline,IL,61265
65e9aa36-d0a1,4S3BNAF69K3019336,21998.0,7807.0,K3019336T,2019.0,Subaru,Legacy,Premium,Sedan,Car,4WD,Automatic,Unleaded,2.5,H,lithia auto stores,150 North Bartlett,Medford,OR,97501
1d0a0332-e343,1V2WR2CA2KC565365,30995.0,36633.0,P2371,2019.0,Volkswagen,Atlas,SE w/Tech,SUV,Truck,FWD,Automatic,Unleaded,3.6,V,rio motor co,4350 E Highway 83,Rio Grande City,TX,78582
253a85e6-c989,5FNRL6H94KB004996,36750.0,25499.0,UC5927,2019.0,Honda,Odyssey,Elite,Minivan,Truck,FWD,Automatic,Unleaded,3.5,V,honda of new rochelle,25 E Main St,New Rochelle,NY,10801
e54ff26e-c1ad,2C3CDXBG7KH628323,29758.0,42986.0,P824A,2019.0,Dodge,Charger,SXT,Sedan,Car,RWD,Automatic,Unleaded,3.6,V,lewis chevrolet of garden city,1903 E Hwy 50,Garden City,KS,67846
791f8ef6-9f5e,5XXGU4L12KG292296,19997.0,35136.0,H911084A,2019.0,Kia,Optima,EX,Sedan,Car,FWD,Automatic,Unleaded,1.6,I,phil long ford of chapel hills,1565 Auto Mall Loop,Colorado Springs,CO,80920
cec43e20-95af,1G1JD6SB7K4139282,16281.0,21603.0,61102,2019.0,Chevrolet,Sonic,LT,Hatchback,Car,FWD,Automatic,Unleaded,1.4,I,sierra motors inc,510 E Norris Dr,Ottawa,IL,61350
91ae9f2d-e9cd,JTJYARBZ5K2141263,37981.0,29110.0,DM2332A,2019.0,Lexus,NX,300 F SPORT,SUV,Truck,FWD,Automatic,Premium Unleaded,2.0,I,hendrick honda of charleston,1539 Savannah Highway,Charleston,SC,29407
5f7f0b68-1e50,1C6SRFKT6KN581168,52868.0,31172.0,32165A,2019.0,RAM,Ram 1500 Pickup,Longhorn,Pickup,Truck,4WD,Automatic,Unleaded,5.7,V,wilde subaru,1710 Hwy 164 S,Waukesha,WI,53186.0
67f85590-13a9,1FTER4EH9KLA60281,31599.0,11535.0,A60281,2019.0,Ford,Ranger,Lariat,Pickup,Truck,RWD,Automatic,Unleaded,2.3,I,prestige auto sales,4249 Mchenry Ave,Modesto,CA,95356
1ac0578c-cba4,2C3CDXJG1KH665353,29739.0,25122.0,PD7613,2019.0,Dodge,Charger,SXT,Sedan,Car,4WD,Automatic,Unleaded,3.6,V,titus-will chevrolet buick gmc,2425 Carriage Loop Sw,Olympia,WA,98502
ad9bc5c3-eb6d,4T1B11HK8KU842528,18998.0,16663.0,156217A,2019.0,Toyota,Camry,LE,Sedan,Car,FWD,Automatic,Unleaded,2.5,I,herb chambers hyundai of auburn,735 Southbridge St Rte. 12 20,Auburn,MA,01501
8bab13ab-62f4,1V2WR2CA9KC558493,28999.0,41948.0,7TPP99,2019.0,Volkswagen,Atlas,SE w/Tech,SUV,Truck,FWD,Automatic,Unleaded,3.6,V,enterprise car sales,15131 Frederick Rd,Rockville,MD,20850
1a28b823-cfc9,1C6SRFFT0KN546779,43498.0,28273.0,DKN546779,2019.0,RAM,Ram 1500 Pickup,Big Horn/Lone Star,Pickup,Truck,4WD,Automatic,Unleaded,5.7,V,fayetteville acura,2022 Skibo Rd,Fayetteville,NC,28314
ca27405e-ed48,2T3N1RFV4KC058753,33987.0,10602.0,0N30582A,2019.0,Toyota,RAV4,Limited,SUV,Truck,4WD,Automatic,Unleaded,2.5,I,prince frederick chrysler jeep dodge,265 Solomons Island Road,Prince Frederick,MD,20678
7a32abeb-fae0,1FM5K8D80KGA50868,33838.0,22340.0,P4940,2019.0,Ford,Explorer,XLT,SUV,Truck,4WD,Automatic,E85 / Unleaded,3.5,V,milnes ford inc.,333 E. Genesee Street,Lapeer,MI,48446
b94d1eb0-78bb,5YJ3E1EB7KF237734,54969.0,8259.0,PS51361,2019.0,Tesla,Model 3,Base,Sedan,Car,4WD,Automatic,Electric,,,hendrick dodge cary,81 Mackenan Drive,Cary,NC,27511
aa6615ac-40b2,4S4WMACDXK3477065,34983.0,14534.0,3P477065,2019.0,Subaru,Ascent,Premium,SUV,Truck,4WD,Automatic,Unleaded,2.4,H,heritage mazda towson,1630 York Road,Timonium,MD,21093
3dee20af-9f69,SHHFK7G48KU200780,18995.0,33834.0,R1244,2019.0,Honda,Civic Hatchback,Sport,Hatchback,Car,FWD,Manual,Premium Unleaded,1.5,I,j&s autohaus group,1723 North Olden Avenue,Ewing,NJ,08638
f8234a93-0946,1C6RREFT4KN576537,39981.0,13436.0,KN576537,2019.0,RAM,Ram 1500 Pickup,Big Horn/Lone Star,Pickup,Truck,RWD,Automatic,Unleaded,5.7,V,group1 consolidated sister stores,800 Gressner,Houston,TX,77024
c8b0a780-3cbb,5FNRL6H56KB032344,31788.0,22009.0,28A04018,2019.0,Honda,Odyssey,EX,Minivan,Truck,FWD,Automatic,Unleaded,3.5,V,victory honda of san bruno,345 El Camino Real,San Bruno,CA,94066.0
1a1e8593-fb7b,WAUENCF51KA027178,38995.0,13721.0,G61711A,2019.0,Audi,A5 Sportback,Premium Plus,Hatchback,Car,4WD,Automatic,Premium Unleaded,2.0,I,boardwalk auto mall,1 Bair Island Road,Redwood City,CA,94063.0
b48212a6-5844,YV4162UKXK2056588,31753.0,23052.0,50682P,2019.0,Volvo,XC40,Momentum,SUV,Truck,4WD,Automatic,Premium Unleaded,2.0,I,riley volvo cars stamford,107 Myrtle Ave.,Stamford,CT,6902.0
5997361d-287d,1C6RR7KT4KS590232,37977.0,36043.0,43237,2019.0,RAM,Ram 1500 Classic,Express,Pickup,Truck,4WD,Automatic,Unleaded,5.7,V,dunning motor sales inc,9102 Southgate Road,Cambridge,OH,43725
7fc258a9-3161,1C4RJEAG1KC556090,27998.0,43444.0,J654294A,2019.0,Jeep,Grand Cherokee,Laredo E,SUV,Truck,RWD,Automatic,Unleaded,3.6,V,ancira chrysler jeep dodge ram,10807 I-10 West,San Antonio,TX,78230
d1de561c-8c18,1GNSKAKC4KR255482,44900.0,30700.0,P21-417,2019.0,Chevrolet,Tahoe,LS,SUV,Truck,4WD,Automatic,Unleaded,5.3,V,autry morlan,2505 E. Malone Avenue,Sikeston,MO,63801
4d58f064-cea8,1GTR9AEF3KZ324090,35998.0,40160.0,XMP1312,2019.0,GMC,Sierra 1500,Base,Pickup,Truck,4WD,Automatic,Unleaded,5.3,V,mountain home auto ranch,2800 American Legion Boulevard,Mountain Home,ID,83647
f21740c1-02ad,2C3CCABG1KH618015,23799.0,56767.0,P618015,2019.0,Chrysler,300,S,Sedan,Car,RWD,Automatic,Unleaded,3.6,V,murfreesboro hyundai,1625 South Church Street,Murfreesboro,TN,37130
f1082d19-cccd,5N1AZ2MJ9KN159559,34000.0,21678.0,B435A,2019.0,Nissan,Murano,Platinum,Crossover,Truck,FWD,Automatic,Unleaded,3.5,V,five star mazda,3068 Riverside Drive,Macon,GA,31210
5bf5f5ea-7234,3GTU9DED8KG196567,54998.0,33800.0,PS3602,2019.0,GMC,Sierra 1500,SLT,Pickup,Truck,4WD,Automatic,Unleaded,5.3,V,orr hyundai of russellville,3215 East Main Street,Russellville,AR,72802
619eb667-8ae4,2T1BURHEXKC189105,15988.0,40462.0,KU688,2019.0,Toyota,Corolla,LE,Sedan,Car,FWD,Automatic,Unleaded,1.8,I,blaise alexander ford of mansfield,1989 S. Main St.,Mansfield,PA,16933
29edb79d-b151,5UXCR6C55KLK88269,55968.0,27011.0,KLK88269,2019.0,BMW,X5,40i,SUV,Truck,4WD,Automatic,Unleaded,3.0,I,sterling mccall hyundai,10505 Southwest Fwy,Houston,TX,77074
85e5e631-e987,3VV2B7AX5KM079190,25995.0,10364.0,P79190,2019.0,Volkswagen,Tiguan,SE,SUV,Truck,4WD,Automatic,Unleaded,2.0,I,hendrick acura southpoint,212 Kentington Drive,Durham,NC,27713.0
7934e5f6-332e,1FTMF1C53KKD93240,35166.0,17289.0,AC52006,2019.0,Ford,F-150,XL,Pickup,Truck,RWD,Automatic,E85 / Unleaded,5.0,V,capital mazda of cary,525 Crossroads Blvd,Cary,NC,27518
a98053dd-4d4f,1GCGTEEN6K1210767,41460.0,9407.0,K1210767,2019.0,Chevrolet,Colorado,ZR2,Pickup,Truck,4WD,Automatic,Unleaded,3.6,V,alm roswell,891 Mansell Road,Roswell,GA,30076
eb15481f-7fb2,2FMPK3K94KBC22334,26916.0,37282.0,4U868,2019.0,Ford,Edge,Titanium,Crossover,Truck,FWD,Automatic,Unleaded,2.0,I,young ford of brigham city,323 South Main Street,Brigham City,UT,84302
2f1abfd9-2e30,3N1AB7AP8KY259608,19588.0,11623.0,KY259608,2019.0,Nissan,Sentra,SV,Sedan,Car,FWD,Automatic,Unleaded,1.8,I,autonation ford tustin,2 Auto Center Dr,Tustin,CA,92782
af282899-83eb,1C4RJFJG2KC801176,42775.0,17450.0,P5400,2019.0,Jeep,Grand Cherokee,Summit,SUV,Truck,4WD,Automatic,Unleaded,3.6,V,zeigler chrysler dodge jeep ram of grandville,4200 Parkway Pl Sw,Grandville,MI,49418
9cc813d0-8fcc,1C6SRFJT3KN615567,,60938.0,KN615567,2019.0,RAM,Ram 1500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,5.7,V,"pike ford of dumas, llc",1710 South Dumas Ave.,Dumas,TX,79029
b92bb158-ff50,1C6SRFHT0KN612972,54888.0,26409.0,1310726A,2019.0,RAM,Ram 1500 Pickup,Limited,Pickup,Truck,4WD,Automatic,Unleaded,5.7,V,carl black hiram auto superstore,3929 Jimmy Lee Smith Pkwy,Hiram,GA,30141
ef9248c4-8a5e,4T1BZ1FB2KU021517,37458.0,10099.0,L454A,2019.0,Toyota,Avalon,Touring,Sedan,Car,FWD,Automatic,Unleaded,3.5,V,dave sinclair chrysler dodge jeep ram,2326 West Osage,Pacific,MO,63069
557fcaad-3fd0,KL4CJASBXKB928379,20708.0,16376.0,KB928379,2019.0,Buick,Encore,Preferred,SUV,Truck,FWD,Automatic,Unleaded,1.4,I,coggin buick-gmc of orange park,7245 Blanding Blvd S,Jacksonville,FL,32244
0d386e1e-ca28,1C6RR7FGXKS735996,39991.0,5927.0,1K5262,2019.0,RAM,Ram 1500 Classic,Express,Pickup,Truck,4WD,Automatic,E85 / Unleaded,3.6,V,parks chevrolet huntersville,15235 Statesville Road,Huntersville,NC,28078
a6b93e2f-d89c,1C6SRFFT3KN713183,41995.0,,P713183T,2019.0,RAM,Ram 1500 Pickup,Big Horn/Lone Star,Pickup,Truck,4WD,Automatic,Unleaded,5.7,V,patterson chrysler dodge jeep ram- tyler,3120 South Southwest Loop 323,Tyler,TX,75701
7ff7b509-ee59,5J6RW1H86KA037230,29395.0,8770.0,KA037230,2019.0,Honda,CR-V,EX-L,SUV,Truck,FWD,Automatic,Unleaded,1.5,I,autonation usa houston,8526 North Freeway,Houston,TX,77037.0
